,pair,Censored_Category_Similarity,proportion-similarity,Blocking_Proportion_Similarity,Overall_Similarity,PercentRangeGroup,country_code_alpha3_A,country_code_alpha3_B
671,"('KE', 'DK')",98.7842717862711,0.9986518384334145,0.9871508670281784,49.88571132664964,40,KEN,DNK
49,"('AU', 'LU')",98.77172360571375,0.9998927693383337,0.9989827078536242,49.88535315678369,40,AUS,LUX
862,"('MX', 'DZ')",98.77881094707122,0.998777692543157,0.9883508418114622,49.883580894441344,40,MEX,DZA
1468,"('ZA', 'IS')",98.77079439174527,0.9993207358276749,0.993528569014704,49.882161480379985,40,ZAF,ISL
1249,"('SK', 'PL')",98.76013344709344,0.9994055340012132,0.9943370898498423,49.87723526847164,40,SVK,POL
1027,"('PE', 'HU')",98.75244490202807,0.9998510987047285,0.9985853929814124,49.87551514750474,40,PER,HUN
1254,"('SK', 'SC')",98.75043752164584,0.9998366163556622,0.9984473088638744,49.874442415254855,40,SVK,SYC
305,"('CO', 'NL')",98.74994444458729,0.9991878259684571,0.9922613201355253,49.871102882361406,40,COL,NLD
376,"('ES', 'LU')",98.7327807440739,0.9999403640642537,0.999436506867722,49.866108625470815,40,ESP,LUX
391,"('ES', 'SK')",98.73062775486173,0.9997724898728532,0.9978358853476377,49.864231820104685,40,ESP,SVK
956,"('NO', 'BE')",98.72672502514085,0.9999691347712805,0.9997108254656609,49.86321792530325,40,NOR,BEL
1076,"('RO', 'CA')",98.70211221157469,0.9999933905514243,0.9999420958197327,49.85102715369721,40,ROU,CAN
507,"('HU', 'DZ')",98.69741386410459,0.9994820662075399,0.9950667975875475,49.846240330846065,40,HUN,DZA
654,"('JP', 'SE')",98.68873149516367,0.9993077400312108,0.9934046586547046,49.84106807690919,40,JPN,SWE
623,"('JP', 'CZ')",98.67985863065229,0.9999126246534535,0.9991720213174969,49.83951532598489,40,JPN,CZE
302,"('CO', 'MD')",98.67751077885009,0.9999585731469971,0.9996101240834295,49.83856045146676,40,COL,MDA
359,"('ES', 'BR')",98.69590313461993,0.9979339500505319,0.9803060531525358,49.83810459388623,40,ESP,BRA
1243,"('SK', 'IS')",98.6694803644673,0.9994851104435983,0.9950958233103625,49.832288093888835,40,SVK,ISL
1189,"('SE', 'NZ')",98.65284427537003,0.9998454925412468,0.9985319401794112,49.82568810777472,40,SWE,NZL
1358,"('US', 'CZ')",98.652541532962,0.9997140935508848,0.9972790969047178,49.82491031493336,40,USA,CZE
886,"('MX', 'SK')",98.6448555806883,0.9987188029493679,0.9877893501947851,49.816322465441544,40,MEX,SVK
883,"('MX', 'SC')",98.64070223667957,0.9988821865937056,0.9893471559240345,49.815024696301805,40,MEX,SYC
384,"('ES', 'PT')",98.62290769734821,0.9998025203070499,0.9981222150021944,49.810514956175204,40,ESP,PRT
616,"('JP', 'AT')",98.62889106236318,0.9989646094495666,0.9901330289384458,49.80951204565081,40,JPN,AUT
1183,"('SE', 'IS')",98.62581986169077,0.9991256623380135,0.9916686117279697,49.80874423670937,40,SWE,ISL
1046,"('PE', 'SK')",98.62142196581036,0.9995720779090221,0.995925027582581,49.80867349669647,40,PER,SVK
782,"('LT', 'NO')",98.6093659437402,0.999583918957618,0.9960379278267745,49.80270193578349,40,LTU,NOR
958,"('NO', 'CA')",98.60614237852086,0.9997757392235793,0.9978668667668493,49.80200462264386,40,NOR,CAN
1354,"('US', 'CA')",98.60145525312497,0.9999334603487343,0.9993706823622597,49.80041296774361,40,USA,CAN
1096,"('RO', 'MX')",98.61253727213796,0.9986184028142207,0.9868320701293066,49.79968467113363,40,ROU,MEX
54,"('AU', 'NO')",98.60146506011466,0.9997293731695907,0.9974247827085643,49.79944492141161,40,AUS,NOR
59,"('AU', 'RO')",98.59263513922197,0.999960243394587,0.9996260493082301,49.7961305942651,40,AUS,ROU
564,"('IL', 'BR')",98.60519740433145,0.9983594243709442,0.9843628015294817,49.79478010293047,40,ISR,BRA
193,"('CA', 'AT')",98.59391771148981,0.9994044308964939,0.9943265721333431,49.79412214181158,40,CAN,AUT
792,"('LT', 'SE')",98.58911787970861,0.9995557412121768,0.995769262909527,49.79244357130907,40,LTU,SWE
388,"('ES', 'SC')",98.58285894030705,0.9996091062285154,0.9962780796183883,49.78956850996272,40,ESP,SYC
143,"('BR', 'SC')",98.5927686311514,0.9983248438220165,0.9840330881272714,49.78840085963934,40,BRA,SYC
425,"('FR', 'DZ')",98.57684278371602,0.9997141367008067,0.9972795083240845,49.78706114602005,40,FRA,DZA
815,"('LU', 'MD')",98.57920703865621,0.999331848065637,0.9936345203051917,49.7864207794807,40,LUX,MDA
1000,"('NZ', 'NO')",98.56897732059863,0.9998736702866879,0.9988006050966586,49.78388896284765,40,NZL,NOR
26,"('AU', 'BE')",98.56489748985423,0.999698507940871,0.9971304935811003,49.781013991717664,40,AUS,BEL
1237,"('SK', 'DK')",98.56244724729386,0.999938549661732,0.9994192071762206,49.78093322723504,40,SVK,DNK
689,"('KE', 'PE')",98.5688813490383,0.9991412108626604,0.9918168614556246,49.78034910524696,40,KEN,PER
691,"('KE', 'PT')",98.57046374566283,0.998683258337486,0.987450444790526,49.77895709522668,40,KEN,PRT
879,"('MX', 'PT')",98.56975296162935,0.9986887725151712,0.9875030205402283,49.77862799108479,40,MEX,PRT
1052,"('PL', 'BR')",98.57334105025211,0.9975669941788919,0.9768072576547404,49.775074153953426,40,POL,BRA
501,"('HU', 'CA')",98.54217018139506,0.9993161670300279,0.9934850071320007,49.76782759426353,40,HUN,CAN
872,"('MX', 'LU')",98.54284668035544,0.9985509287579674,0.9861887286747008,49.76451770451507,40,MEX,LUX
1390,"('US', 'SE')",98.52446127886459,0.9996810218268725,0.9969637696187377,49.76071252424167,40,USA,SWE
303,"('CO', 'MX')",98.52327440402972,0.9991776538393276,0.9921643324529397,49.75771936824133,40,COL,MEX
601,"('IS', 'BR')",98.52033685046064,0.9986763497340804,0.9873845736807834,49.75386071207071,40,ISL,BRA
845,"('MD', 'PT')",98.5030378596885,0.9994696918228407,0.9949488121707183,49.74899333592961,40,MDA,PRT
408,"('FI', 'MY')",98.49239247987856,0.9990386997757237,0.9908394542054139,49.74161596704199,40,FIN,MYS
410,"('FI', 'PT')",98.48233829571129,0.9996877963812317,0.9970283626178518,49.73968332916457,40,FIN,PRT
687,"('KE', 'NO')",98.49209604702676,0.998382018411539,0.9845782277799374,49.73833713740335,40,KEN,NOR
202,"('CA', 'IL')",98.46188772800063,0.9996950262230117,0.9970972966227944,49.729492512311715,40,CAN,ISR
44,"('AU', 'IS')",98.43621475103022,0.9994244669138641,0.9945176085297778,49.71536617978,40,AUS,ISL
940,"('NL', 'PT')",98.4273275688749,0.9996767072926135,0.9969226320482365,49.71212510046157,40,NLD,PRT
1122,"('RS', 'FI')",98.41345159283692,0.9999166674689748,0.9992105681451602,49.70633108049104,40,SRB,FIN
890,"('MX', 'ZA')",98.42546342579189,0.9985544283334444,0.9862220958991266,49.705842760845506,40,MEX,ZAF
864,"('MX', 'FR')",98.40072048656499,0.9984918292439636,0.9856252355424229,49.69317286105371,40,MEX,FRA
368,"('ES', 'FR')",98.38319852813778,0.9999994635782574,1.0,49.69159926406889,40,ESP,FRA
1091,"('RO', 'IS')",98.38792468867375,0.9993847103084511,0.994138543244884,49.69103161595932,40,ROU,ISL
612,"('IS', 'SC')",98.38035275491453,0.9996484940879361,0.9966536290396119,49.68850319197707,40,ISL,SYC
696,"('KE', 'SE')",98.390933047944,0.9983538406660978,0.98430956286269,49.68762130540335,40,KEN,SWE
293,"('CO', 'IL')",98.37489802862903,0.9997391133033058,0.9975176514664291,49.68620784004773,40,COL,ISR
938,"('NL', 'PE')",98.37107555606386,0.999218754767439,0.9925562153831379,49.681815885723495,40,NLD,PER
672,"('KE', 'DZ')",98.36803087188535,0.9987721783654717,0.9882982660617597,49.67816456897356,40,KEN,DZA
435,"('FR', 'MD')",98.3511645007092,0.9992727485516332,0.9930710271729127,49.67211776394106,40,FRA,MDA
1363,"('US', 'FR')",98.33851050399676,0.999813496227053,0.998226866548767,49.66836868527276,40,USA,FRA
644,"('JP', 'NO')",98.3393326062113,0.999335917776652,0.993673323571952,49.66650296489163,40,JPN,NOR
340,"('DK', 'CZ')",98.33457759933191,0.999693113145074,0.99707905609582,49.66582832771386,40,DNK,CZE
347,"('DK', 'SC')",98.30357211498905,0.9997751660173942,0.9978614014469712,49.65071675821801,40,DNK,SYC
286,"('CO', 'ES')",98.30773500378285,0.9993136389828935,0.9934609030894832,49.65059795343617,40,COL,ESP
1229,"('SK', 'AT')",98.29517716952243,0.999297421312771,0.9933062732944734,49.644241721408456,40,SVK,AUT
1066,"('PT', 'IL')",98.28409426980924,0.9997720053725379,0.9978312658071073,49.640962767808176,40,PRT,ISR
787,"('LT', 'RO')",98.28342086541313,0.9998147891826143,0.9982391944264403,49.64083002991979,40,LTU,ROU
1375,"('US', 'LU')",98.2810325226233,0.9998725957410568,0.998790359681046,49.63991144115218,40,USA,LUX
1064,"('PT', 'DZ')",98.28031507836909,0.9999110799720142,0.9991572933218901,49.639736185845486,40,PRT,DZA
1034,"('PE', 'MD')",98.27793280282866,0.9999276443480153,0.999315228835818,49.638624015832235,40,PER,MDA
813,"('LU', 'IS')",98.27916113567812,0.9993172362521978,0.9934952017902782,49.6363281687342,40,LUX,ISL
778,"('LT', 'LU')",98.26137723331577,0.9997473151263612,0.9975958529718354,49.629486543143805,40,LTU,LUX
498,"('HU', 'AT')",98.26707543986029,0.9987205979265217,0.9878064646722189,49.627440952266255,40,HUN,AUT
912,"('NL', 'CA')",98.25709560724766,0.9997536864421397,0.9976566012325494,49.627376104240106,40,NLD,CAN
978,"('NZ', 'AT')",98.25653979027219,0.9995023619596025,0.9952603104631523,49.62590005036767,40,NZL,AUT
1380,"('US', 'NO')",98.25250974538504,0.9997091995723136,0.997232434535985,49.624871089960514,40,USA,NOR
335,"('CZ', 'SC')",98.24854977027958,0.9999179471276799,0.9992227692419737,49.623886269760774,40,CZE,SYC
997,"('NZ', 'LU')",98.23941042319565,0.9999629335445689,0.9996516989445282,49.61953106107009,40,NZL,LUX
327,"('CZ', 'BR')",98.23163362802376,0.9984068966943367,0.9848154334784226,49.60822453075109,40,CZE,BRA
628,"('JP', 'FR')",98.21666425772531,0.9994402144313913,0.994667755584734,49.60566600665502,40,JPN,FRA
1099,"('RO', 'NZ')",98.21191603740311,0.9998954594883157,0.9990083574899233,49.60546219744652,40,ROU,NZL
1197,"('SE', 'SK')",98.20875110311658,0.9996405518944151,0.9965779030107311,49.60266450306366,40,SWE,SVK
1012,"('NZ', 'ZA')",98.1925441679395,0.9999594339690918,0.9996183317201024,49.5960812498298,40,NZL,ZAF
639,"('JP', 'LU')",98.18399505229408,0.9994993139453952,0.995231248717013,49.58961315050555,40,JPN,LUX
210,"('CA', 'SC')",98.18127510072162,0.9997296067719393,0.9974270100250049,49.589351055373314,40,CAN,SYC
1002,"('NZ', 'PT')",98.17871305128078,0.9998250897873652,0.9983374070790016,49.58852522917989,40,NZL,PRT
181,"('BZ', 'RS')",98.17497116270762,0.9995116162710437,0.9953485470760749,49.58515985489185,40,BLZ,SRB
1058,"('PL', 'SC')",98.17613309780674,0.9992421503568755,0.9927792841205929,49.584456190963664,40,POL,SYC
877,"('MX', 'PE')",98.17246886511981,0.9991467250403457,0.991869437205328,49.58216915116257,40,MEX,PER
338,"('DK', 'BR')",98.16852866508717,0.9981000098394107,0.9818893749811187,49.575209020034144,40,DNK,BRA
1236,"('SK', 'CZ')",98.15260404960901,0.9997545634833421,0.9976649635127243,49.575134506560865,40,SVK,CZE
766,"('LT', 'DZ')",98.14504257501629,0.9999740789115507,0.9997579661085957,49.57240027056244,40,LTU,DZA
786,"('LT', 'PT')",98.14560787470819,0.9998851588835649,0.998910144837362,49.57225900977278,40,LTU,PRT
619,"('JP', 'CA')",98.14024079495182,0.9995601785530728,0.9958115713982276,49.56802618317502,40,JPN,CAN
283,"('CO', 'CZ')",98.13765336031611,0.9997865856266982,0.997970283415369,49.56781182186574,40,COL,CZE
79,"('BE', 'IL')",98.1407185869838,0.9994399002178714,0.9946647596690569,49.56769167332643,40,BEL,ISR
1092,"('RO', 'KE')",98.14008881437383,0.9986128886365353,0.9867794943796032,49.563434154376715,40,ROU,KEN
703,"('KE', 'ZA')",98.13576394437477,0.9985489141557592,0.9861695201494242,49.560966732262095,40,KEN,ZAF
295,"('CO', 'IS')",98.12003909242615,0.999943961333558,0.999470805568517,49.55975494899734,40,COL,ISL
1248,"('SK', 'NO')",98.1035001343592,0.9996687296398564,0.9968465679279797,49.550173351143584,40,SVK,NOR
989,"('NZ', 'FR')",98.09802924183606,0.9999779669414273,0.9997950371094405,49.54891213947275,40,NZL,FRA
769,"('LT', 'FR')",98.08705814072067,0.9996882156123573,0.9970323598395564,49.54204525028011,40,LTU,FRA
649,"('JP', 'RO')",98.07956716550252,0.9995667880016483,0.9958745901716178,49.537720877837074,40,JPN,ROU
757,"('LT', 'AT')",98.0667595723224,0.9992126106305326,0.9924976331932682,49.52962860275783,40,LTU,AUT
799,"('LT', 'ZA')",98.05742554988221,0.9997508147018381,0.9976292201962602,49.527527385039235,40,LTU,ZAF
987,"('NZ', 'DZ')",98.05548381999328,0.9997361697593794,0.9974895858077679,49.52648670290053,40,NZL,DZA
499,"('HU', 'BE')",98.06191226056865,0.9990610410248876,0.9910524701782621,49.526482365373454,40,HUN,BEL
445,"('FR', 'SK')",98.01511446798824,0.9997730262945957,0.9978409999407616,49.5064777339645,40,FRA,SVK
960,"('NO', 'CZ')",98.0107081018451,0.9994232931231984,0.994506416847579,49.50260725934634,40,NOR,CZE
223,"('CL', 'FI')",98.02347532685822,0.9972797637477202,0.9740686162619148,49.49877197156007,40,CHL,FIN
953,"('NL', 'ZA')",97.96496678761955,0.9998110514743402,0.9982035566893382,49.48158517215444,40,NLD,ZAF
1232,"('SK', 'CA')",97.95638634647268,0.9998929904162771,0.9989848157542542,49.47768558111347,40,SVK,CAN
333,"('CZ', 'PL')",97.95609811598591,0.9991600974845554,0.9919969387694427,49.47404752737768,40,CZE,POL
382,"('ES', 'PE')",97.95352320803812,0.9993445677818753,0.9937557983370948,49.473639503187606,40,ESP,PER
1029,"('PE', 'IL')",97.94934739564309,0.9997700421022876,0.9978125467140407,49.473579971178566,40,PER,ISR
1245,"('SK', 'LU')",97.94481230820365,0.9998321258085995,0.9984044930730396,49.471608400638345,40,SVK,LUX
309,"('CO', 'PL')",97.9348326048085,0.9989466831112536,0.9899621075916878,49.4623973562001,40,COL,POL
1195,"('SE', 'SC')",97.92673854393024,0.9994771682500774,0.9950200972814818,49.46087932060586,40,SWE,SYC
519,"('HU', 'PT')",97.92285246138022,0.9993931461795541,0.9942189763163137,49.45853571884827,40,HUN,PRT
1109,"('RO', 'SK')",97.91593023438539,0.9998995998648528,0.9990478345276455,49.457489034456515,40,ROU,SVK
1385,"('US', 'RO')",97.90739975913738,0.99994006979731,0.9994337011356509,49.45341673013652,40,USA,ROU
443,"('FR', 'SC')",97.8869460478755,0.999609642650258,0.9962831942115122,49.441614621043506,40,FRA,SYC
683,"('KE', 'LU')",97.89301422996027,0.9985454145802821,0.9861361529249983,49.439575191442636,40,KEN,LUX
329,"('CZ', 'DZ')",97.87067560114859,0.9998134530771312,0.9982264551294013,49.434451028138994,40,CZE,DZA
432,"('FR', 'IS')",97.8737902618498,0.9992581367381941,0.9929317086580002,49.433360985253906,40,FRA,ISL
195,"('CA', 'BR')",97.87301373902795,0.9980544505939558,0.9814549835591523,49.42723436129355,40,CAN,BRA
1021,"('PE', 'CZ')",97.85185841887083,0.9998175144256801,0.9982651786629816,49.425061798766905,40,PER,CZE
1168,"('SE', 'BR')",97.87053624381359,0.997802012072094,0.9790480708156303,49.42479215731461,40,SWE,BRA
856,"('MX', 'CA')",97.85880224400228,0.998611793365645,0.9867690513559154,49.4227856476791,40,MEX,CAN
396,"('ES', 'ZA')",97.83902229367774,0.9999368644887766,0.9994031396432963,49.41921271666052,40,ESP,ZAF
910,"('NL', 'BE')",97.83822362219139,0.99999118755272,0.9999210909999597,49.41907235659568,40,NLD,BEL
32,"('AU', 'CZ')",97.83290607002841,0.9996939199536079,0.9970867487321396,49.41499640938028,40,AUS,CZE
981,"('NZ', 'CA')",97.80539585956693,0.9999020689368913,0.9990713762633135,49.40223361791512,40,NZL,CAN
279,"('CO', 'CA')",97.80905342533664,0.9994341395263174,0.9946098334960997,49.40183162941637,40,COL,CAN
897,"('MY', 'DZ')",97.79844870442996,0.9994398234224777,0.9946640274519197,49.39655636594094,40,MYS,DZA
909,"('NL', 'AT')",97.79349249513855,0.9996507444543541,0.9966750854939165,49.395083790316235,40,NLD,AUT
1350,"('US', 'BE')",97.78880789187863,0.9996783343435941,0.9969381454085221,49.39287301864358,40,USA,BEL
974,"('NO', 'SC')",97.78753710170938,0.9995053459955187,0.9952887621987302,49.39141293195405,40,NOR,SYC
1466,"('ZA', 'IL')",97.77733776071722,0.9996376611908111,0.9965503411660056,49.38694405094161,40,ZAF,ISR
284,"('CO', 'DK')",97.77414444321644,0.9994796987717723,0.9950442249180661,49.38459433406725,40,COL,DNK
1471,"('ZA', 'MD')",97.76658598546297,0.999335347641114,0.9936678875296165,49.38012693649629,40,ZAF,MDA
760,"('LT', 'CA')",97.72973633541493,0.9998081797340387,0.9981761756530491,49.363956255533985,40,LTU,CAN
1031,"('PE', 'IS')",97.71451564825462,0.9999130325345762,0.9991759103209055,49.35684577928776,40,PER,ISL
1441,"('VN', 'RS')",97.70918537197068,0.9985411760838083,0.9860957403481028,49.34764055615939,40,VNM,SRB
403,"('FI', 'DZ')",97.69688695399985,0.999598876353246,0.996180541346618,49.346533747673234,40,FIN,DZA
823,"('LU', 'SC')",97.68850615501302,0.9996687421642617,0.9968466873437901,49.3426764211784,40,LUX,SYC
675,"('KE', 'FR')",97.69938988793639,0.9984863150662783,0.9855726597927194,49.34248127386456,40,KEN,FRA
1465,"('ZA', 'HU')",97.65722243597462,0.9992588019978274,0.9929380516752119,49.325080243824914,40,ZAF,HUN
832,"('MD', 'CA')",97.65159111917168,0.9993927126733145,0.9942148429864054,49.32290298107905,40,MDA,CAN
563,"('IL', 'AT')",97.59867323120682,0.9990994571195055,0.9914187541630136,49.29504599268491,40,ISR,AUT
853,"('MX', 'AT')",97.6044259253771,0.9980162242621389,0.9810905088961346,49.292758217136615,40,MEX,AUT
1017,"('PE', 'CA')",97.58917065813259,0.9994650683252992,0.9949047287437113,49.29203769343815,40,PER,CAN
1051,"('PL', 'AT')",97.58408979306846,0.9998918873115578,0.998974298037755,49.291532045553105,40,POL,AUT
625,"('JP', 'DZ')",97.5776405738768,0.9997260777305846,0.9973933618537734,49.28751696786529,40,JPN,DZA
663,"('KE', 'AT')",97.58286733520805,0.9980107100844535,0.9810379331464312,49.28195263417724,40,KEN,AUT
1106,"('RO', 'SC')",97.56414129936338,0.999736216220515,0.9974900287983961,49.28081566408089,40,ROU,SYC
34,"('AU', 'DZ')",97.55441305107358,0.9998804668764767,0.9988654081958622,49.276639229634725,40,AUS,DZA
157,"('BZ', 'FI')",97.55747833773148,0.9994282837400185,0.9945540006281112,49.2760161691798,40,BLZ,FIN
900,"('MY', 'IS')",97.54597423755929,0.9998958233850903,0.9990118271180042,49.27249303233865,40,MYS,ISL
418,"('FR', 'BR')",97.56031219952042,0.9979344864722745,0.9803111677456597,49.27031168363304,40,FRA,BRA
360,"('ES', 'CA')",97.53678469751496,0.9998794994565761,0.9988561841865073,49.267820440850734,40,ESP,CAN
1038,"('PE', 'PL')",97.54260821330834,0.9989776119102354,0.9902570028392994,49.26643260807382,40,PER,POL
1173,"('SE', 'CZ')",97.53105643108823,0.9993951153777573,0.9942377519303316,49.26264709150928,40,SWE,CZE
1063,"('PT', 'DK')",97.5080433179412,0.9999685800959287,0.9997055368307773,49.25387442738599,40,PRT,DNK
957,"('NO', 'BR')",97.5254658973585,0.9978301898175351,0.9793167357328777,49.25239131654569,40,NOR,BRA
1472,"('ZA', 'MY')",97.50596993506726,0.9992165592127652,0.9925352815395841,49.24925260830342,40,ZAF,MYS
1127,"('RS', 'MY')",97.48896669977294,0.9991220323067489,0.9916340006533776,49.24030035021316,40,SRB,MYS
72,"('BE', 'AT')",97.47341292160704,0.9996595569016342,0.9967591090870817,49.23508601534706,40,BEL,AUT
144,"('BZ', 'AD')",97.45974694675735,0.9999587520527907,0.9996118298874066,49.22967938832238,40,BLZ,AND
970,"('NO', 'PT')",97.46188892665828,0.9996987600740531,0.9971328975825363,49.2295109121204,40,NOR,PRT
617,"('JP', 'BE')",97.46548273647015,0.9993050525479324,0.993379034444489,49.22943088545732,40,JPN,BEL
416,"('FR', 'AT')",97.43744980833087,0.9995243950181752,0.9954703879468356,49.21646009813885,40,FRA,AUT
803,"('LU', 'BR')",97.4517164452514,0.9979935859862783,0.9808746608779387,49.216295553064676,40,LUX,BRA
829,"('MD', 'AT')",97.43321124272174,0.9987971435698084,0.9885363005266246,49.21087377162418,40,MDA,AUT
1238,"('SK', 'DZ')",97.40210647262617,0.9999411104062109,0.9994436229764468,49.20077504780131,40,SVK,DZA
316,"('CO', 'SE')",97.3512760205694,0.9991817010044555,0.9922029207525767,49.17173947066099,40,COL,SWE
337,"('DK', 'AT')",97.31919324392699,0.999358871651039,0.9938921807113766,49.15654271231918,40,DNK,AUT
1022,"('PE', 'DK')",97.31642716595907,0.9995106275707542,0.9953391201656777,49.155883143062375,40,PER,DNK
854,"('MX', 'BE')",97.32265627299967,0.9983566673605047,0.9843365144021768,49.15349639370092,40,MEX,BEL
661,"('JP', 'ZA')",97.30503526424546,0.9995028135208722,0.9952646159414388,49.15014994009345,40,JPN,ZAF
1230,"('SK', 'BE')",97.294569158809,0.9996378644111368,0.9965522788005156,49.14556071880476,40,SVK,BEL
540,"('ID', 'FI')",97.2806531532439,0.9989748631109708,0.9902307940026669,49.13544197362329,40,IDN,FIN
234,"('CL', 'PT')",97.2833812966606,0.9975919673664885,0.9770453682371869,49.13021333244889,40,CHL,PRT
648,"('JP', 'PT')",97.26169530392245,0.9996371577025989,0.9965455405825395,49.1291204222525,40,JPN,PRT
85,"('BE', 'SC')",97.25443294468575,0.999474480766799,0.9949944730712662,49.12471370887851,40,BEL,SYC
1068,"('PT', 'PL')",97.25390918875584,0.9994355644354099,0.994623419504399,49.12426630413012,40,PRT,POL
806,"('LU', 'CZ')",97.23637443075498,0.9995866892919416,0.9960643419926399,49.11621938637381,40,LUX,CZE
77,"('BE', 'DZ')",97.2156721246043,0.9995789748173477,0.9959907871838386,49.10583145589407,40,BEL,DZA
288,"('CO', 'FR')",97.21692958103108,0.9993141754046361,0.9934660176826071,49.105197799356844,40,COL,FRA
830,"('MD', 'BE')",97.18499229265397,0.9991375866681742,0.9917823060326667,49.08838729934332,40,MDA,BEL
358,"('ES', 'BE')",97.17635051481524,0.9998653745382836,0.9987215080460018,49.08753601143062,40,ESP,BEL
1360,"('US', 'DZ')",97.14591343079991,0.9999006404737537,0.9990577563684414,49.072485593584176,40,USA,DZA
1075,"('RO', 'BR')",97.15038117738858,0.9980610600425315,0.9815180023325435,49.065949589860566,40,ROU,BRA
666,"('KE', 'CA')",97.14170974547397,0.9986062791879597,0.9867164756062131,49.064213110540095,40,KEN,CAN
1080,"('RO', 'CZ')",97.12938729761379,0.9996541633481948,0.9967076834472448,49.063047490530515,40,ROU,CZE
979,"('NZ', 'BE')",97.12166555325881,0.9998428050579684,0.9985063159691956,49.060085934614,40,NZL,BEL
1397,"('US', 'ZA')",97.11720949589548,0.9998760953165338,0.9988237269054707,49.058016611400475,40,USA,ZAF
406,"('FI', 'IS')",97.08603275604459,0.9991428763906334,0.9918327416805336,49.038932748862564,40,FIN,ISL
1166,"('SE', 'AT')",97.05980255413787,0.9996568694183557,0.9967334848768651,49.02826801950737,40,SWE,AUT
758,"('LT', 'BE')",97.05952701713608,0.9995530537288984,0.9957436386993104,49.02763532791769,40,LTU,BEL
301,"('CO', 'LU')",97.06056891715468,0.9993732749186398,0.994029510814885,49.02729921398478,40,COL,LUX
357,"('ES', 'AT')",97.05554626803522,0.9995249314399178,0.9954755025399595,49.02551088528759,40,ESP,AUT
199,"('CA', 'DZ')",97.01624750881292,0.999834100822488,0.9984233241375772,49.00733541647525,40,CAN,DZA
306,"('CO', 'NO')",97.01831281300085,0.9992098787498968,0.9924715856698251,49.00539219933533,40,COL,NOR
203,"('CA', 'IS')",97.01451428661198,0.9993781008598754,0.9940755244714928,49.00429490554174,40,CAN,ISL
1481,"('ZA', 'SK')",97.00941796941308,0.9998356253840766,0.9984378602974654,49.003927914855275,40,ZAF,SVK
1455,"('ZA', 'BR')",97.021100058132,0.9979970855617554,0.9809080281023645,49.001004043117184,40,ZAF,BRA
895,"('MY', 'CZ')",96.99094359814066,0.9996263703453465,0.9964426869156423,48.99369314252815,40,MYS,CZE
1479,"('ZA', 'SC')",96.96759480292152,0.9996722417397388,0.9968800545682159,48.982237428744874,40,ZAF,SYC
1250,"('SK', 'PT')",96.95118977983253,0.9999699695658033,0.9997187849385671,48.97545428238555,40,SVK,PRT
73,"('BE', 'BR')",96.94478099140719,0.9977993245888156,0.9790224466054147,48.9619017190063,40,BEL,BRA
324,"('CO', 'ZA')",96.9023067716704,0.9993767744941169,0.9940628780393108,48.948184824854856,40,COL,ZAF
1044,"('PE', 'SE')",96.87043165827744,0.9992126298034374,0.9924978160001893,48.93146473713882,40,PER,SWE
801,"('LU', 'AT')",96.86742336907865,0.9994652955041714,0.9949068948145566,48.93116513194661,40,LUX,AUT
600,"('IS', 'AT')",96.8247757256414,0.9987825317563693,0.988396982011712,48.906586353826555,40,ISL,AUT
1025,"('PE', 'FR')",96.79825482120164,0.9993451042036179,0.9937609129302186,48.896007867065926,40,PER,FRA
367,"('ES', 'FI')",96.75821124623415,0.9998852760741819,0.9989112622087812,48.87856125422147,40,ESP,FIN
379,"('ES', 'MY')",96.76072311111764,0.9991534237015418,0.9919333065897565,48.8763282088537,40,ESP,MYS
275,"('CO', 'BE')",96.74971417020784,0.9991790135211771,0.9921772965423611,48.8709457333751,40,COL,BEL
1102,"('RO', 'PT')",96.73204981755542,0.9999296302990495,0.9993341641822022,48.86569199086881,40,ROU,PRT
1191,"('SE', 'PT')",96.73425400757418,0.9996705823286118,0.9968642326652879,48.865559120119734,40,SWE,PRT
874,"('MX', 'MY')",96.73638231260452,0.9993378691206792,0.9936919289526662,48.865037120778595,40,MEX,MYS
355,"('DZ', 'SC')",96.71885997057007,0.9998955059494513,0.9990088004805515,48.85893438552531,40,DZA,SYC
423,"('FR', 'CZ')",96.6935028137545,0.9995275897779378,0.9955008488603609,48.84450183130743,40,FRA,CZE
401,"('FI', 'CZ')",96.66217507927043,0.9994123294303772,0.9944018818828955,48.82828848057666,40,FIN,CZE
311,"('CO', 'RO')",96.65426637393081,0.9994407489748931,0.994672852269491,48.82446961310015,40,COL,ROU
326,"('CZ', 'AT')",96.64025431995232,0.999051984796113,0.9909661222140728,48.8156102210832,40,CZE,AUT
1384,"('US', 'PT')",96.6254473787115,0.9999895605017395,0.9999055776396752,48.81267647817559,40,USA,PRT
899,"('MY', 'IL')",96.60729573319622,0.9995788980219541,0.9959900549667026,48.80164289408146,40,MYS,ISR
350,"('DZ', 'BR')",96.61787805018014,0.9982203497714678,0.983036774014699,48.800457412097415,40,DZA,BRA
1461,"('ZA', 'DK')",96.58532293046528,0.9998970757223445,0.9990237677143686,48.79217334908982,40,ZAF,DNK
1033,"('PE', 'LU')",96.5820851344303,0.9994042037176217,0.9943244060624976,48.7882047702464,40,PER,LUX
1050,"('PE', 'ZA')",96.55668222151164,0.9994077032930988,0.9943577732869234,48.77551999739928,40,PER,ZAF
